tweet_id,favorites,retweets,user_followers,user_favourites,date_time
674410619106390016,1221,482,7769842,141082,2015-12-09 02:09:56
674394782723014656,1526,593,7769842,141082,2015-12-09 01:07:00
674372068062928900,863,322,7769842,141082,2015-12-08 23:36:44
674330906434379776,571,76,7769842,141082,2015-12-08 20:53:11
674318007229923329,1441,531,7769842,141082,2015-12-08 20:01:55
674307341513269249,11530,7189,7769842,141082,2015-12-08 19:19:32
674291837063053312,14999,6093,7769842,141082,2015-12-08 18:17:56
674271431610523648,1594,752,7769842,141082,2015-12-08 16:56:51
674269164442398721,915,232,7769842,141082,2015-12-08 16:47:50
674265582246694913,1668,877,7769842,141082,2015-12-08 16:33:36
674262580978937856,1327,468,7769842,141082,2015-12-08 16:21:41
674255168825880576,1492,574,7769842,141082,2015-12-08 15:52:13
674082852460433408,766,176,7769842,141082,2015-12-08 04:27:30
674075285688614912,996,298,7769842,141082,2015-12-08 03:57:26
674063288070742018,6470,2282,7769842,141082,2015-12-08 03:09:46
674053186244734976,3380,1339,7769842,141082,2015-12-08 02:29:37
674051556661161984,1466,499,7769842,141082,2015-12-08 02:23:09
674045139690631169,1439,658,7769842,141082,2015-12-08 01:57:39
674042553264685056,735,132,7769842,141082,2015-12-08 01:47:22
674038233588723717,1123,425,7769842,141082,2015-12-08 01:30:12
674036086168010753,861,219,7769842,141082,2015-12-08 01:21:40
674024893172875264,1813,1266,7769842,141082,2015-12-08 00:37:11
674019345211760640,1152,309,7769842,141082,2015-12-08 00:15:09
674014384960745472,1584,667,7769842,141082,2015-12-07 23:55:26
674008982932058114,1213,366,7769842,141082,2015-12-07 23:33:58
673956914389192708,1980,996,7769842,141082,2015-12-07 20:07:04
673919437611909120,1186,378,7769842,141082,2015-12-07 17:38:09
673906403526995968,3236,1662,7769842,141082,2015-12-07 16:46:21
673887867907739649,943,257,7769842,141082,2015-12-07 15:32:42
673716320723169284,3119,782,7769842,141082,2015-12-07 04:11:02
673715861853720576,3594,2151,7769842,141082,2015-12-07 04:09:13
673711475735838725,1052,304,7769842,141082,2015-12-07 03:51:47
673709992831262724,860,283,7769842,141082,2015-12-07 03:45:53
673708611235921920,1094,299,7769842,141082,2015-12-07 03:40:24
673707060090052608,1110,403,7769842,141082,2015-12-07 03:34:14
673705679337693185,1273,411,7769842,141082,2015-12-07 03:28:45
673700254269775872,1459,591,7769842,141082,2015-12-07 03:07:12
673697980713705472,3860,2011,7769842,141082,2015-12-07 02:58:09
673689733134946305,1761,667,7769842,141082,2015-12-07 02:25:23
673688752737402881,1280,506,7769842,141082,2015-12-07 02:21:29
673686845050527744,1460,450,7769842,141082,2015-12-07 02:13:55
673680198160809984,1389,481,7769842,141082,2015-12-07 01:47:30
673662677122719744,1272,370,7769842,141082,2015-12-07 00:37:52
673656262056419329,726,248,7769842,141082,2015-12-07 00:12:23
673636718965334016,1126,371,7769842,141082,2015-12-06 22:54:44
673612854080196609,1611,741,7769842,141082,2015-12-06 21:19:54
673583129559498752,1209,377,7769842,141082,2015-12-06 19:21:47
673580926094458881,844,274,7769842,141082,2015-12-06 19:13:01
673576835670777856,1399,575,7769842,141082,2015-12-06 18:56:46
673363615379013632,1038,312,7769842,141082,2015-12-06 04:49:31
673359818736984064,1476,687,7769842,141082,2015-12-06 04:34:25
673355879178194945,1510,596,7769842,141082,2015-12-06 04:18:46
673352124999274496,1673,549,7769842,141082,2015-12-06 04:03:51
673350198937153538,755,218,7769842,141082,2015-12-06 03:56:12
673345638550134785,2554,1315,7769842,141082,2015-12-06 03:38:05
673343217010679808,985,278,7769842,141082,2015-12-06 03:28:27
673342308415348736,1294,603,7769842,141082,2015-12-06 03:24:51
673320132811366400,13659,8168,7769842,141082,2015-12-06 01:56:44
673317986296586240,882,266,7769842,141082,2015-12-06 01:48:12
673295268553605120,7618,3249,7769842,141082,2015-12-06 00:17:55
673270968295534593,1077,377,7769842,141082,2015-12-05 22:41:22
673240798075449344,1436,750,7769842,141082,2015-12-05 20:41:29
673213039743795200,2282,869,7769842,141082,2015-12-05 18:51:11
673148804208660480,1713,648,7769842,141082,2015-12-05 14:35:56
672997845381865473,1992,737,7769842,141082,2015-12-05 04:36:04
672995267319328768,970,307,7769842,141082,2015-12-05 04:25:50
672988786805112832,992,301,7769842,141082,2015-12-05 04:00:04
672984142909456390,1265,557,7769842,141082,2015-12-05 03:41:37
672980819271634944,1840,1028,7769842,141082,2015-12-05 03:28:25
672975131468300288,1705,937,7769842,141082,2015-12-05 03:05:49
672970152493887488,955,365,7769842,141082,2015-12-05 02:46:02
672968025906282496,1331,558,7769842,141082,2015-12-05 02:37:35
672964561327235073,1434,655,7769842,141082,2015-12-05 02:23:49
672902681409806336,1382,517,7769842,141082,2015-12-04 22:17:55
672898206762672129,912,432,7770447,141083,2015-12-04 22:00:08
672884426393653248,1572,851,7769842,141082,2015-12-04 21:05:23
672877615439593473,1045,379,7769842,141082,2015-12-04 20:38:19
672834301050937345,1330,583,7769842,141082,2015-12-04 17:46:12
